,ServicingLenderName,Symbol
2647,Manhattan Bank,0
2648,Pen Air Credit Union,0
2649,Peoples National Bank of Kewanee,0
2650,Farmers Savings Bank & Trust,0
2651,Homefield Credit Union,0
2652,Clearpath FCU,0
2653,Spring Valley City Bank,0
2654,Nizari Progressive FCU,0
2655,Castle Rock Bank,0
2656,"TIAA Bank, A Division of TIAA FSB",0
2657,PrinsBank,0
2658,Sibley State Bank,0
2659,United Pacific Bank,0
2660,Adirondack Regional FCU,0
2661,The Commercial Bank of Ozark,0
2662,Desert Valleys FCU,0
2663,First U.S. Community CU,0
2664,Sharon & Crescent United CU,0
2665,Sawyer Savings Bank,0
2666,South Coast Bank & Trust,0
2667,Northern State Bank of Virginia,0
2668,Kemba CU,0
2669,Boone Bank & Trust Co.,0
2670,"Presidential Bank, FSB",9377.KL
2671,Iowa State Savings Bank,0
2672,State Bank of Table Rock,0
2673,"Texana Bank, National Association",ZION
2674,"Middlesex Federal Savings, F.A.",MI9R.MU
2675,The Farmers and Merchants Bank,0
2676,OUCU Financial CU Inc,0
2677,Metropolitan Economic Development Association,0
2678,Cincinnatus Savings & Loan Company,0
2679,Sundance State Bank,0
2680,RNB State Bank,0
2681,Custer Federal State Bank,0
2682,Buffalo Federal Bank,0
2683,Del Norte Bank,0
2684,Flanagan State Bank,0
2685,The Farmers State Bank of Waupaca,0
2686,Citizens Progressive Bank,0
2687,Financial Plus CU,0
2688,"American Plus Bank, National Association",ZION
2689,HCN Bank,0
2690,Fieldpoint Private Bank & Trust,0
2691,MCNB Bank and Trust Co.,0
2692,Bridge Community Bank,0
2693,"Northwestern Bank, National Association",ZION
2694,Farmers and Merchants State Bank of Springfield,0
2695,Winchester Co-Operative Bank,0
2696,Franklin State Bank & Trust Company,0
2697,Mediapolis Savings Bank,0
2698,CommunityWorks,0
2699,"Eclipse Bank, Inc.",TSLA
2700,Western Cooperative CU,0
2701,Service 1st FCU,0
2702,West-Aircomm FCU,0
2703,"Citizens Bank of Morgantown, Inc.",TSLA
2704,The Northumberland National Bank,0
2705,Farmers and Miners Bank,0
2706,Badger Bank,0
2707,Sunshine State Economic Development Corporation,0
2708,American Bank of Beaver Dam,0
2709,FirstOak Bank,0
2710,First Security State Bank,0
2711,Peoples Trust and Savings Bank,0
2712,The Samson Banking Company,0
2713,Commercial Capital Bank,0
2714,Citizens Bank of Rogersville,0
2715,Sunnyside Federal Savings and Loan Association of Irvington,0
2716,NorthStar Bank,0
2717,The First National Bank of Monterey,0
2718,The Clay City Banking Co.,0
2719,The First National Bank of Le Center,0
2720,Keystone Savings Bank,0
2721,Grant County State Bank,0
2722,H P C CU,0
2723,Impact Bank,0
2724,Heritage FCU,0
2725,PeopleFirst Bank,0
2726,Star USA FCU,0
2727,Sesloc FCU,0
2728,DNB National Bank,0
2729,Bay Port State Bank,0
2730,FirstState Bank,0
2731,The Peoples Bank of Georgia,0
2732,The Pineries Bank,0
2733,Western National Bank,0
2734,The Roscoe State Bank,0
2735,The Payne County Bank,0
2736,"The Stockgrowers State Bank of Ashland, Kansas",CP
2737,OSB Community Bank,0
2738,Arsenal CU,0
2739,Bank of Forest,0
2740,Bank of Milton,0
2741,Korean American Catholics FCU,0
2742,The First National Bank of Litchfield,0
2743,PFCU,0
2744,The First National Bank of Sycamore,0
2745,Community Financial CU,0
2746,West Texas State Bank,0
2747,Tejas Bank,0
2748,Security CU,0
2749,Farm Credit Services of Mid-America ACA,0
2750,Pikes Peak National Bank,0
2751,Twin River Bank,0
2752,"Clare Bank, National Association",ZION
2753,FBT Bank & Mortgage,0
2754,Community Partners Savings Bank,0
2755,Empeople Credit Union,0
2756,The First National Bank of Granbury,0
2757,Cornerstone Community FCU,0
2758,Security State Bank of Aitkin,0
2759,Valley Premier Bank,0
2760,Bank Plus,0P0000UTTV.TO
2761,Hiawatha Bank and Trust Company,0
2762,Jeanne D' Arc CU,0
2763,CHROME FCU,0
2764,The First National Bank of Mertzon,0
2765,Bellevue State Bank,0
2766,First State Bank of Sauk Centre,0
2767,Vermilion Bank & Trust Company,0
2768,McCurtain County National Bank,0
2769,Pioneer Mutual FCU,0
2770,ValueBank Texas,0
2771,Today's Bank,0
2772,The Bank of Beaver City,0
2773,Gogebic Range Bank,0
2774,Champion Bank,0
2775,The First State Bank of Shelby,0
2776,First Peoples Bank of Tennessee,0
2777,TruMark Financial CU,0
2778,Catalyst Bank,0
2779,Laona State Bank,0
2780,American Exchange Bank,0
2781,The Citizens National Bank of Quitman,0
2782,The First National Bank of Stigler,0
2783,City Bank and Trust Company,0
2784,First Bank of Beloit,0
2785,Liberty Bank National Association,0
2786,Templeton Savings Bank,0
2787,The First National Bank of Lindsay,0
2788,Cedar Valley Bank & Trust,0
2789,Interfaith FCU,0
2790,Premier Members CU,0
2791,Merchants Bank,3968.HK
2792,The Farmers National Bank of Lebanon,0
2793,Astera CU,0
2794,Scott CU,0
2795,Westerly Community CU,0
2796,St. Clair County State Bank,0
2797,United Bank & Trust Co,0
2798,Mount Vernon Bank & Trust Company,0
2799,Freedom CU,0
2800,The Bank of Romney,0
2801,CenBank,0
2802,Small Business Bank,0
2803,Freeport State Bank,0
2804,Farmers & Merchants State Bank,0
2805,Madison County Community Bank,0
2806,Liberty Trust & Savings Bank,0
2807,Farmers and Drovers Bank,0
2808,American Eagle Bank,0
2809,"	Yankee Farm Credit, ACA",ACA
2810,The Home Trust & Savings Bank,0
2811,First National Bank in Olney,0
2812,The First Bank of Celeste,0
2813,Sun East FCU,0
2814,The Capon Valley Bank,0
2815,Arbor Financial CU,0
2816,Fusion Bank,0
2817,Citizens State Bank of Arlington,0
2818,Auburn State Bank,0
2819,Naveo CU,0
2820,Commercial Bank & Trust Company,0
2821,Wellington State Bank,0
2822,The First National Bank of Ely,0
2823,The Bank of Monroe,0
2824,Michigan Schools & Government CU,0
2825,PrimeTrust Financial FCU,0
2826,Kendall Bank,0
2827,Bank of Bozeman,0
2828,Campbell County Bank,0
2829,Union State Bank of Hazen,0
2830,The First National Bank and Trust Company of Miami,0
2831,The Farmers Bank,FBPA
2832,Citizens Bank of the Midwest,0
2833,Farmers & Mechanics Federal Savings Bank,0
2834,Security Trust & Savings Bank,0
2835,SunSouth Bank,0
2836,First Community Bank of the Ozarks,0
2837,People's Bank and Trust Company of Pickett County,0
2838,Putnam County State Bank,0
2839,First Community Bank of East Tennessee,0
2840,Holladay Bank & Trust,0
2841,The Bank of Brodhead,0
2842,"Abbeville First Bank, SSB",SSB
2843,The Bath State Bank,0
2844,First National Bank in Ord,0
2845,Bank of Cashton,0
2846,Community National Bank of Okarche,0
2847,"Maple City Savings Bank, FSB",9377.KL
2848,Atkins Savings Bank & Trust,0
2849,"Farm Credit of South Florida, ACA",ACA
2850,Adams County Bank,0
2851,Liberty Bay Credit Union,0
2852,PCR Small Business Development,0
2853,The Old Exchange National Bank of Okawville,0
2854,American Continental Bank,0
2855,"World Trade Finance,  Inc.",TSLA
2856,ACB Bank,0
2857,Northwoods Bank of Minnesota,0
2858,Reliant Community FCU,0
2859,Minnesota National Bank,0
2860,Velocity CU,0
2861,Putnam County Bank,0
2862,"Freedom Bank, Inc.",TSLA
2863,First State Bank Shannon-Polo,0
2864,Maine Savings FCU,0
2865,First National Bank of Steeleville,0
2866,Arlington Community FCU,0
2867,Belmont Savings Bank,0
2868,First State Bank of Le Center,0
2869,Bank of Brookhaven,0
2870,Bank of Grand Lake,0
2871,"Northern Interstate Bank, National Association",ZION
2872,Community Spirit Bank,0
2873,Traditions First Bank,0
2874,South Central State Bank,0
2875,Integrity Bank Plus,0
2876,Clark County CU,0
2877,Blue Grass Savings Bank,0
2878,The Home National Bank of Thorntown,0
2879,Bank of Frankewing,0
2880,First State Bank of Cando,0
2881,Jeff Bank,0
2882,Business Development Finance Corporation,0
2883,"Citizens Bank, Inc.",FC6A.SG
2884,Oklahoma Capital Bank,0
2885,Dakota Prairie Bank,0
2886,Shell Lake State Bank,0
2887,Small Business Assistance Corporation,0
2888,First Technology FCU,0
2889,Kohler CU,0
2890,Old West FCU,0
2891,The Citizens State Bank and Trust Company,0
2892,Buena Vista National Bank,0
2893,Colorado CU,0
2894,Carthage Savings and Loan National Association,0
2895,First National Bank of Giddings,0
2896,"First Community Bank of the Heartland, Inc.",TSLA
2897,Freedom Northwest CU,0
2898,Malvern Bank,0
2899,National Bank of St. Anne,0
2900,Chelsea Savings Bank,0
2901,Bank of Delight,0
2902,The Gifford State Bank,0
2903,First National Bank of America,0
2904,The First National Bank of East Texas,0
2905,The Warrington Bank,0
2906,Charter Oak FCU,0
2907,The Brady National Bank,0
2908,"Credit Union of New Jersey, A FCU",0
2909,Feliciana Bank & Trust Company,0
2910,Crossbridge Community Bank,0
2911,Bank of Evergreen,0
2912,Jonesburg State Bank,0
2913,Launch CU,0
2914,BrightStar CU,0
2915,Kalamazoo County State Bank,0
2916,Auburn Banking Company,0
2917,United Texas Bank,0
2918,West Central Bank,0
2919,Bank of Coushatta,0
2920,Bank of Moundville,0
2921,Olympia Federal Savings & Loan Association,0
2922,cPort CU,0
2923,FCNB Bank,0
2924,High Plains Farm Credit,0
2925,TBA CU,0
2926,The First National Bank of Arenzville,0
2927,Farmers and Merchants Bank of Ashland,0
2928,Bank of Lindsay,0
2929,"BCBank, Inc",INC
2930,Breda Savings Bank,0
2931,Connect Bank,0
2932,First National Bank & Trust Company,0
2933,Bank of 1889,0
2934,Wells River Savings Bank,0
2935,Bluff View Bank,0
2936,Bank of Erath,0
2937,SharePoint CU,0
2938,"Bank of Brookfield-Purdin, National Association",ZION
2939,Fowler State Bank,0
2940,Centric FCU,0
2941,Heritage Bank Minnesota,0
2942,Security National Bank of South Dakota,0
2943,The Turbotville National Bank,0
2944,"America's Credit Union, A FCU",0
2945,The Bank of Fayette County,0
2946,Community Bank of Trenton,0
2947,BANK,BAC
2948,Lincoln State Bank,0
2949,Dawson Co-op CU,0
2950,Arcata Economic Development Corporation,0
2951,The Litchfield National Bank,0
2952,The Citizens-Farmers Bank of Cole Camp,0
2953,Horizon Financial Bank,0
2954,Cedar Point FCU,0
2955,Fifth District Savings Bank,0
2956,American Partners FCU,0
2957,ProFed FCU,0
2958,Bank of the Lowcountry,0
2959,Wayland State Bank,0
2960,First Security Bank - Canby,0
2961,Miami Savings Bank,0
2962,NorState FCU,0
2963,Aroostook County Federal Savings & Loan Association,0
2964,National Bank & Trust,0
2965,Highmark FCU,0
2966,First National Bank of Dublin,0
2967,First Bank and Trust of Memphis,0
2968,"SNB Bank, National Association",ZION
2969,Millbury FCU,0
2970,First Alliance Credit Union,0
2971,First State Bank of Forsyth,0
2972,Peach State Federal Credit Union,0
2973,McKenzie Banking Company,0
2974,Progressive Ozark Bank,0
2975,"Citizens Bank & Trust Company of Vivian, Louisiana, Inc.",LPX
2976,Spratt Savings Bank,0
2977,State Bank of Newburg,0
2978,Shelby County State Bank,0
2979,Avadian CU,0
2980,"Farm Credit Services of Colusa-Glenn, ACA",ACA
2981,Hiway CU,0
2982,Grasslands FCU,0
2983,The Citizens National Bank of Lebanon,0
2984,Northland Area FCU,0
2985,Commercial Trust Company of Fayette,0
2986,Monroe Federal Savings & Loan Association,0
2987,Heartland Tri-State Bank,0
2988,The First National Bank of Waynesboro,0
2989,Elements Financial FCU,0
2990,First State Bank of Roscoe,0
2991,Northeast CU,0
2992,HAPO Community CU,0
2993,Bank of Camilla,0
2994,Peoples Bank of Graceville,0
2995,TLC Community CU,0
2996,Accompany Capital,0
2997,"Capital Farm Credit, ACA",ACA
2998,Scott State Bank,0
2999,F&M Bank and Trust Company,0
3000,The Jacksboro National Bank,0
3001,The Seiling State Bank,0
3002,Atomic CU Inc,0
3003,North Alabama Bank,0
3004,Farmers and Merchants State Bank of Appleton,0
3005,The First National Bank of Evant,0
3006,The First National Bank of Sterling City,0
3007,Milwaukee Economic Development Corporation,0
3008,The Wanda State Bank,0
3009,"Cooperativa de Ahorro y Cr<ac,e>dito de Arecibo (COOPACA)",0
3010,"Citizens State Bank of Waverly, Inc.",TSLA
3011,The Farmers and Merchants National Bank of Fairview,0
3012,Silex Banking Company,0
3013,First State Bank of Porter,0
3014,United Bank of Philadelphia,0
3015,Flora Bank & Trust,0
3016,First Community Bank of Hillsboro,0
3017,First National Bank of Kentucky,0
3018,AltCap PPP Lending,0
3019,Bank of Wolcott,0
3020,Perennial Bank,0
3021,Citizens Bank of Eldon,0
3022,The First National Bank of Spearville,0
3023,Bristol Morgan Bank,0
3024,Bank of Lake Village,0
3025,Clay County Savings Bank,0
3026,Directions CU,0
3027,First National Bank and Trust Co. of Bottineau,0
3028,Exchange Bank of Northeast Missouri,0
3029,The North Country Savings Bank,0
3030,First Bank and Trust Company of Illinois,0
3031,One American Bank,0
3032,West Town Bank & Trust,0
3033,Bank of Alma,0
3034,The Yoakum National Bank,0
3035,The Elberfeld State Bank,0
3036,Farmers National Bank of Griggsville,0
3037,Chillicothe State Bank,0
3038,"American Exchange Bank, Lindsay, Oklahoma",LNN
3039,CASE CU,0
3040,First Central Bank McCook,0
3041,St. Michael's Fall River FCU,0
3042,First State Bank Minnesota,0
3043,"	Farm Credit of Western Oklahoma, ACA",ACA
3044,"Mountain Association for Community Economic Development, Inc.",TSLA
3045,Community Bank Owatonna,0
3046,Merrimack Valley CU,0
3047,The First National Bank of Hugo,0
3048,The First National Bank of Dighton,0
3049,The Corner Stone Bank,0
3050,Security Bank Minnesota,0
3051,State Bank of Chandler,0
3052,The First National Bank of Beardstown,0
3053,The First National Bank of Manning,0
3054,Farmers State Bank of Underwood,0
3055,Warren-Boynton State Bank,0
3056,American Metro Bank,0
3057,Dannemora FCU,0
3058,Tucson Old Pueblo CU,0
3059,The First National Bank of Germantown,0
3060,Southeast First National Bank,0
3061,Elevations CU,0
3062,First Central Bank,0
3063,True Community CU,0
3064,Family Bank,0
3065,Firefighters First FCU,0
3066,The State Bank of Toledo,0
3067,First National Bank of Nokomis,0
3068,ESB Bank,0
3069,Peninsula Community FCU,0
3070,Bank of Hindman,0
3071,Boonville Federal Savings Bank,0
3072,Vermilion Valley Bank,0
3073,CME FCU,0
3074,Independence State Bank,0
3075,Chaffey FCU,0
3076,Granite State CU,0
3077,All In FCU,0
3078,The Idabel National Bank,0
3079,Elk State Bank,0
3080,Great Lakes CU,0
3081,The First National Bank of Sparta,0
3082,Swedish-American State Bank,0
3083,Belco Community CU,0
3084,McIntosh County Bank,0
3085,West Iowa Bank,0
3086,"The Bank of LaFayette, Georgia",BGEO.L
3087,Border FCU,0
3088,Dakotaland FCU,0
3089,Cottonwood Community FCU,0
3090,Minden Exchange Bank & Trust Company,0
3091,"Premier Farm Credit, ACA",ACA
3092,Ocean Financial FCU,0
3093,CU Hawaii FCU,0
3094,First Service FCU,0
3095,Farmers & Merchants Bank of North Dakota,0
3096,MidWest America FCU,0
3097,Flint Hills Bank,0
3098,Bank of Salem,0
3099,Harvesters Credit Union,0
3100,First Piedmont Federal Savings and Loan Association of Gaffney,0
3101,First National Bank of Brookfield,0
3102,First Farmers & Merchants State Bank,0
3103,"The Riley State Bank of Riley, Kansas",CP
3104,"Winter Hill Bank, FSB",9377.KL
3105,Citizens Bank of Charleston,0
3106,Bank of Crocker,0
3107,Security Bank of Crawford,0
3108,First National Bank of Fort Stockton,0
3109,The First National Bank of Raymond,0
3110,Adrian Bank,0
3111,The Salyersville National Bank,0
3112,Oconee Federal Savings & Loan Association,0
3113,State Bank of Bottineau,0
3114,Hingham Institution for Savings,HIFS
3115,"Bank of the Mountains, Inc.",TSLA
3116,State Bank of Missouri,0
3117,Bank of Crockett,0
3118,True Sky FCU,0
3119,Oregonians CU,0
3120,Ohio State Bank,0
3121,The Bank of Protection,0
3122,Bank of Elgin,0
3123,"Mineola Community Bank, S.S.B.",0
3124,Security First National Bank of Hugo,0
3125,The First National Bank of Tom Bean,0
3126,Mayville State Bank,0
3127,First American State Bank,0
3128,Opportunities CU,0P0001FIQU.TO
3129,NBT Financial Bank,0
3130,Raritan State Bank,0
3131,Red Crown FCU,0
3132,Polish National CU,0
3133,Alabama CU,0
3134,First Southeast Bank,0
3135,Houston FCU,0
3136,Community Bank of Cameron,0
3137,Lewisburg Banking Company,0
3138,Pinnacle FCU,0
3139,Sanger Bank,0
3140,Philadelphia FCU,0
3141,The First State Bank of Malta,0
3142,Park Bank,0
3143,Security Bank of Pulaski County,0
3144,Siouxland Bank,0
3145,Northern Maine Development Commission And Eastern Maine Development Corporation,0
3146,First Kansas Bank,0
3147,White State Bank,0
3148,The International Bank of Amherst,0
3149,Bank of Holland,0
3150,Farmers State Bank of Western Illinois,0
3151,Midwest National Bank,0
3152,First Neighborhood Bank,0
3153,POINTWEST BANK,0
3154,Homestead Savings Bank,0
3155,United Bank and Trust Company,0
3156,Taunton FCU,0
3157,The Peoples National Bank of Checotah,0
3158,The Bank of the West,0
3159,Castroville State Bank,0
3160,Bank 1st,0
3161,First National Bank of Alvin,0
3162,Anchor D Bank,0
3163,"Virginia United Methodist CU, Inc d/b/a The United Methodist CU",0
3164,Prairie Sun Bank,0
3165,"Grasshopper Bank, National Association",ZION
3166,America's First FCU,0
3167,Security Bank of the Ozarks,0
3168,Prosper Bank,0
3169,Readlyn Savings Bank,0
3170,"AgHeritage Farm Credit Services, ACA",ACA
3171,Territorial Bank of American Samoa,0
3172,Arizona Central CU,0
3173,The Wilson State Bank,0
3174,State Bank of Downs,0
3175,Regional FCU,0
3176,First Farmers and Commercial Bank,0
3177,California Pacific Bank,0
3178,Green Country FCU,0
3179,Bendena State Bank,0
3180,Brunswick State Bank,0
3181,"Union Bank, Inc.",AUB
3182,First Federal Savings and Loan Association of Bath,0
3183,Superior Choice CU,0
3184,Bank of Holyrood,0
3185,Southern Hills Community Bank,0
3186,Greater Iowa CU,0
3187,Richland County Bank,0
3188,West Plains Bank,0
3189,Financial Center First CU,0
3190,Currie State Bank,0
3191,Bank of Anguilla,0
3192,Waycross Bank & Trust,0
3193,Levo FCU,0
3194,The First Security Bank,0
3195,City of Boston CU,0
3196,The Tampa State Bank,0
3197,Bank of Winona,0
3198,Red River State Bank,0
3199,First National Bank at Darlington,0
3200,The Citizens State Bank of Cheney,0
3201,"The Mercantile Bank of Louisiana, Missouri",SMBC
3202,Southwest Bank of Weatherford,0
3203,First Jackson Bank,0
3204,Sun FCU,0
3205,First National Bank in Fredonia,0
3206,Western Dakota Bank,0
3207,Collins State Bank,0
3208,Great Nations Bank,0
3209,Metropolitan Commercial Bank,0
3210,Hawaii Community FCU,0
3211,Unity Bank of Mississippi,0
3212,Peru Federal Savings Bank,0
3213,"Carroll County Trust Company of Carrollton, Missouri",SMBC
3214,Produce State Bank,0
3215,Hometown CU,0
3216,State Bank of Lismore,0
3217,The Karnes County National Bank,0
3218,Bank of Newington,0
3219,Scribner Bank,0
3220,Credit Union of America,0
3221,South Georgia Bank,0
3222,Bank of Maple Plain,0
3223,American State Bank of Grygla,0
3224,The First National Bank of Scott City,0
3225,The First National Bank of Quitaque,0
3226,Faith Community United CU Inc.,0
3227,Mason Bank,0
3228,1st MidAmerica CU,0
3229,University Credit Union,0
3230,First Entertainment CU,0
3231,Pavillion Bank,0
3232,Vantage Bank,0
3233,Baxter CU,0
3234,Sidney FCU,0
3235,"Farm Credit Southeast Missouri, ACA",ACA
3236,The First National Bank of McConnelsville,0
3237,The Farmers State Bank of Brush,0
3238,MCS Bank,0
3239,Cen-Tex CDC,0
3240,"Interamerican Bank, FSB",9377.KL
3241,Peoples Bank of Greensboro,0
3242,The Hershey State Bank,0
3243,St. Anne's Credit Union,0
3244,The Metamora State Bank,0
3245,Bryant State Bank,0
3246,Farmers State Bank of Hoffman,0
3247,First Farmers & Merchants State Bank of Grand Meadow,0
3248,State Bank of Cherry,0
3249,Maine State CU,0
3250,California FarmLink,0
3251,Sentinel FCU,0
3252,The First National Bank of Eagle Lake,0
3253,Merchants & Farmers Bank of Greene County,0
3254,Kaua'i FCU,0
3255,"Home Loan Investment Bank, F.S.B.",GWBK
3256,"Farmers State Bank, Allen, Oklahoma",BAH
3257,1st Advantage FCU,0
3258,Johnson City Bank,0
3259,The First National Bank of Bagley,0
3260,State Bank of New Richland,0
3261,"Savanna-Thomson State Bank, A Division of Fidelity Bank",0
3262,Wheeler County State Bank,0
3263,Farmers State Bank & Trust Co,0
3264,Lyons Federal Bank,0
3265,Valley State Bank,0
3266,The Baldwin State Bank,0
3267,First Security Bank of Roundup,0
3268,Solon State Bank,0
3269,The Bank of Milan,0
3270,Eureka Savings Bank,0
3271,Oklahoma Heritage Bank,0
3272,Genesee Co-Op FCU,0
3273,Security Bank of Southwest Missouri,0
3274,Abacus Federal Savings Bank,0
3275,State Bank of Taunton,0
3276,GreenLeaf Bank,0
3277,American United FCU,0
3278,Catholic Vantage Financial CU,0
3279,Mesquite CU,0
3280,River Works CU,0
3281,Inspire FCU,0
3282,First Bank and Trust of Fullerton,0
3283,The State Savings Bank of Manistique,0
3284,Bank of Billings,0
3285,"Idaho AgCredit, ACA",ACA
3286,Milledgeville State Bank,0
3287,Sunset Science Park FCU,0
3288,Pacific NW FCU,0
3289,Partner Colorado CU,0
3290,The Farmers State Bank of Blue Mound,0
3291,Dakota West Credit Union,0
3292,The Benton State Bank,0
3293,First Federal Savings & Loan Association of Delta,0
3294,The State Bank of Bern,0
3295,First State Bank of Bigfork,0
3296,Barwick Banking Company,0
3297,Boundary Waters Bank,0
3298,The First Central National Bank of St Paris,0
3299,Bourns Empl FCU,0
3300,1st Bank of Sea Isle City,0
3301,San Mateo CU,0
3302,The First National Bank in Tremont,0
3303,The Citizens State Bank at Mohall,0
3304,"Farmers & Merchants State Bank of New York Mills, Incorporated",QCOM
3305,"Farm Credit of the Virginias, ACA",ACA
3306,Greenville FCU,0
3307,Black River Country Bank,0
3308,Waldo State Bank,0
3309,Community Bank of El Dorado Springs,0
3310,Assemblies of God CU,0
3311,Las Colinas FCU,0
3312,Carmine State Bank,0
3313,1st Community Bank,0
3314,Farmers and Merchants State Bank of Bushnell,0
3315,Frost State Bank,0
3316,Generations Community FCU,0
3317,Inova FCU,0
3318,State Bank of Cold Spring,0
3319,Northeast Missouri State Bank,0
3320,First Federal Savings Bank of Washington,0
3321,Pioneer State Bank,0
3322,PACE Finance Corporation,0
3323,"Cooperativa de Ahorro y Cr<ac,e>dito Jes\da\us Obrero",0
3324,Liberty State Bank,0
3325,Firelands FCU,0
3326,Awakon FCU,0
3327,Fayetteville Bank,0
3328,First Financial FCU,0
3329,Landings CU,0
3330,The Seymour Bank,0
3331,Chartway FCU,0
3332,Bellwether Community CU,0
3333,Utah Community FCU,0
3334,FNB Washington,0
3335,Western Kansas ACA,0
3336,Texas Financial Bank,0
3337,Brentwood Bank,0
3338,O'Bannon Banking Company,0
3339,"First State Bank of the South, Inc.",TSLA
3340,Commercial Bank of Mott,0
3341,First Texoma National Bank,0
3342,Insight CU,0P00019WIC.TO
3343,Canton Co-Operative Bank,0
3344,Wilcox County State Bank,0
3345,Fairmont FCU,0
3346,Copper State CU,0
3347,Community Bank of Oklahoma,0
3348,Bank of Grandin,0
3349,First Service Credit Union,0
3350,State Bank & Trust of Kenmare,0
3351,Trust FCU,0
3352,LimeBank,0
3353,Bank of Lumber City,0
3354,Co-op CU,0
3355,Fox Valley Savings Bank,0
3356,Bank of Cave City,0
3357,St. Clair State Bank Incorporated,0
3358,Ladysmith Federal Savings & Loan Association,0
3359,Blue FCU,0
3360,Countryside Bank,0
3361,Security State Bank of Wanamingo,0
3362,Erie FCU,0
3363,Carolina Foothills FCU,0
3364,People Driven CU,0
3365,"Colonial Farm Credit, ACA",ACA
3366,Northern Skies FCU,0
3367,The First National Bank of Waverly,0
3368,Naheola Credit Union,0
3369,Arkansas FCU,0
3370,"The First National Bank of Nevada, Missouri",SMBC
3371,Bank of Commerce and Trust Company,0
3372,Alliance Catholic CU,0
3373,Louisiana FCU,0
3374,The Jefferson Bank,0
3375,Clarkson Bank,0
3376,First Command Bank,0
3377,Haskell National Bank,0
3378,TopLine Financial Credit Union,0
3379,First Equity Mortgage Bankers Inc.,0
3380,Southeast Community Capital Corporation dba Pathway Lending,0
3381,Cleo State Bank,0
3382,U.P. State CU,0
3383,The First National Bank of Ava,0
3384,Janesville State Bank,0
3385,Bank of Winnfield & Trust Company,0
3386,Rushville State Bank,0
3387,Adventure CU,0
3388,First Community Bank of Cullman,0
3389,MariSol FCU,0
3390,Florida A&M University FCU,0
3391,Crescent Bank,0
3392,Harlem Entrepreneur Fund,0
3393,The State Bank of Wynnewood,0
3394,Singing River FCU,0
3395,PeoplesTrust Bank,0
3396,State Bank of Reeseville,0
3397,First Trust & Savings Bank,0
3398,Junction National Bank,0
3399,Riverfront FCU,0
3400,B2 Bank National Association,0
3401,"First National Bank, Cortez",FBAK
3402,Simplicity CU,0
3403,Patriot FCU,0
3404,The Fayette County National Bank of Fayetteville,0
3405,First National Bank in Pinckneyville,0
3406,Capital Area Realtors Federal Credit Union,0
3407,First National Bank in Taylorville,0
3408,"Cypress Bank, SSB",SSB
3409,American Bank of Baxter Springs,0
3410,Bank of Walker County,0
3411,Simmesport State Bank,0
3412,Omni Community CU,0
3413,Bay FCU,0
3414,The First National Bank of Williamson,0
3415,The First National Bank of Aspermont,0
3416,First-Lockhart National Bank,0
3417,Sun Community FCU,0
3418,State Bank of Fairmont,0
3419,Bank of Wrightsville,0
3420,"TRF Enterprise Fund, Inc.",TSLA
3421,Jefferson Financial FCU,0
3422,Wauna FCU,0
3423,Eastern Utah Community FCU,0
3424,Freedom of Maryland FCU,0
3425,Randolph-Brooks FCU,0
3426,Production Credit Association of Southern New Mexi,0
3427,Sanborn Savings Bank,0
3428,Community Point Bank,0
3429,"Renaissance Community Loan Fund, Inc.",TSLA
3430,The Citizens Bank Edina,0
3431,DuGood Federal Credit Union,0
3432,Piggott State Bank,0
3433,Citizens State Bank of Luling,0
3434,Community Bank of Missouri,0
3435,Table Rock Community Bank,0
3436,Tropical Financial CU,0
3437,United Minnesota Bank,0
3438,Sky FCU,0
3439,Heritage Bank of St. Tammany,0
3440,Elkton Bank & Trust Company,0
3441,Members Trust of the Southwest FCU,0
3442,Tensas State Bank,0
3443,Nebraska State Bank,0
3444,Cedar Security Bank,0
3445,Bodcaw Bank,0
3446,The Lauderdale County Bank,0
3447,Bank of Mingo,0
3448,Johnson State Bank,0
3449,The First State Bank of Pond Creek,0
3450,New Albin Savings Bank,0
3451,Commonwealth Cooperative Bank,0
3452,CorePlus FCU,0
3453,The First National Bank of Hope,0
3454,Bank of Hazlehurst,0
3455,Heritage Bank of Schaumburg,0
3456,Chambers State Bank,0
3457,United Methodist Connectional FCU,0
3458,Holy Rosary Regional CU,0
3459,"Raza Development Fund, Inc.",TSLA
3460,Metz Banking Company,0
3461,PATELCO CU,0
3462,Stepping Stones Community FCU,0
3463,Selfreliance FCU,0
3464,First Commercial Bank (USA),0
3465,Gateway First Bank,0
3466,Bank of Dixon County,0
3467,Archer Cooperative CU,0
3468,"Verve, a Credit Union",VERV
3469,The Howard State Bank,0
3470,University of Michigan CU,0
3471,The Bank of Landisburg,0
3472,Richland State Bank,0
3473,First State Bank of Campbell Hill,0
3474,River Falls State Bank,0
3475,Commodore Bank,0
3476,State Bank of Bement,0
3477,The Putnam County National Bank of Carmel,0
3478,Pocahontas State Bank,0
3479,Bankers' Bank of the West,0
3480,Altana FCU,0
3481,Neighborhood Trust FCU,0
3482,Truity FCU,0
3483,Latino Economic Development Corp.,0
3484,First National Bank of South Padre Island,0
3485,Farmers State Bank of Trimont,0
3486,Norstar FCU,0
3487,Jordan Federal Credit Union,0
3488,"Community Star CU, Inc.",TSLA
3489,"United Citizens Bank of Southern Kentucky, Inc.",TSLA
3490,Voyage FCU,0
